id,lv,parent,id_key,name
2635000000,1,26,26350,해운대구
2635010100,2,26350,26350101,반송동
2635010200,2,26350,26350102,석대동
2635010300,2,26350,26350103,반여동
2635010400,2,26350,26350104,재송동
2635010500,2,26350,26350105,우동
2635010600,2,26350,26350106,중동
2635010700,2,26350,26350107,좌동
2635010800,2,26350,26350108,송정동
2638000000,1,26,26380,사하구
2638010100,2,26380,26380101,괴정동
2638010200,2,26380,26380102,당리동
2638010300,2,26380,26380103,하단동
2638010400,2,26380,26380104,신평동
2638010500,2,26380,26380105,장림동
2638010600,2,26380,26380106,다대동
2638010700,2,26380,26380107,구평동
2638010800,2,26380,26380108,감천동
2641000000,1,26,26410,금정구
2641010100,2,26410,26410101,두구동
2641010200,2,26410,26410102,노포동
2641010300,2,26410,26410103,청룡동
2641010400,2,26410,26410104,남산동
2641010500,2,26410,26410105,선동
2641010600,2,26410,26410106,오륜동
2641010700,2,26410,26410107,구서동
2641010800,2,26410,26410108,장전동
2641010900,2,26410,26410109,부곡동
2641011000,2,26410,26410110,서동
2641011100,2,26410,26410111,금사동
2641011200,2,26410,26410112,회동동
2641011300,2,26410,26410113,금성동
2644000000,1,26,26440,강서구
2644010100,2,26440,26440101,대저1동
2644010200,2,26440,26440102,대저2동
2644010300,2,26440,26440103,강동동
2644010400,2,26440,26440104,명지동
2644010500,2,26440,26440105,죽림동
2644010600,2,26440,26440106,식만동
2644010700,2,26440,26440107,죽동동
2644010800,2,26440,26440108,봉림동
2644010900,2,26440,26440109,송정동
2644011000,2,26440,26440110,화전동
2644011100,2,26440,26440111,녹산동
2644011200,2,26440,26440112,생곡동
2644011300,2,26440,26440113,구랑동
2644011400,2,26440,26440114,지사동
2644011500,2,26440,26440115,미음동
2644011600,2,26440,26440116,범방동
2644011700,2,26440,26440117,신호동
2644011800,2,26440,26440118,동선동
2644011900,2,26440,26440119,성북동
2644012000,2,26440,26440120,눌차동
2644012100,2,26440,26440121,천성동
2644012200,2,26440,26440122,대항동
2647000000,1,26,26470,연제구
2647010100,2,26470,26470101,거제동
2647010200,2,26470,26470102,연산동
2650000000,1,26,26500,수영구
2650010100,2,26500,26500101,망미동
2650010200,2,26500,26500102,수영동
2650010300,2,26500,26500103,민락동
2650010400,2,26500,26500104,광안동
2650010500,2,26500,26500105,남천동
2653000000,1,26,26530,사상구
2653010100,2,26530,26530101,삼락동
2653010200,2,26530,26530102,모라동
2653010300,2,26530,26530103,덕포동
2653010400,2,26530,26530104,괘법동
2653010500,2,26530,26530105,감전동
2653010600,2,26530,26530106,주례동
2653010700,2,26530,26530107,학장동
2653010800,2,26530,26530108,엄궁동
2671000000,1,26,26710,기장군
2671025000,2,26710,26710250,기장읍
2671025021,3,26710250,2671025021,동부리
2671025022,3,26710250,2671025022,교리
2671025023,3,26710250,2671025023,신천리
2671025024,3,26710250,2671025024,죽성리
2671025025,3,26710250,2671025025,서부리
2671025026,3,26710250,2671025026,대라리
2671025027,3,26710250,2671025027,청강리
2671025028,3,26710250,2671025028,대변리
2671025029,3,26710250,2671025029,연화리
2671025030,3,26710250,2671025030,만화리
2671025031,3,26710250,2671025031,석산리
2671025032,3,26710250,2671025032,당사리
2671025033,3,26710250,2671025033,시랑리
2671025034,3,26710250,2671025034,내리
2671025300,2,26710,26710253,장안읍
2671025321,3,26710253,2671025321,좌천리
2671025322,3,26710253,2671025322,효암리
2671025323,3,26710253,2671025323,고리
2671025324,3,26710253,2671025324,좌동리
2671025325,3,26710253,2671025325,장안리
2671025326,3,26710253,2671025326,덕선리
2671025327,3,26710253,2671025327,용소리
2671025328,3,26710253,2671025328,기룡리
2671025329,3,26710253,2671025329,명례리
2671025330,3,26710253,2671025330,월내리
2671025331,3,26710253,2671025331,반룡리
2671025332,3,26710253,2671025332,임랑리
2671025333,3,26710253,2671025333,오리
2671025334,3,26710253,2671025334,길천리
2671025600,2,26710,26710256,정관읍
2671025621,3,26710256,2671025621,방곡리
2671025622,3,26710256,2671025622,매학리
2671025623,3,26710256,2671025623,임곡리
2671025624,3,26710256,2671025624,월평리
2671025625,3,26710256,2671025625,달산리
2671025626,3,26710256,2671025626,병산리
2671025627,3,26710256,2671025627,모전리
2671025628,3,26710256,2671025628,용수리
2671025629,3,26710256,2671025629,두명리
